classifier,n,Lhat,trainTime,testTime,iterate
CNN, 100, 0.758700000, 2.065151691, 1.116605282, 0
CNN, 500, 0.647700000, 2.247701883, 1.261040688, 0
CNN, 1000, 0.617200000, 3.452584505, 1.150796175, 0
CNN, 10000, 0.475400000, 50.948586941, 1.292440653, 0
CNN, 25000, 0.408000000, 203.793764353, 1.404462576, 0
CNN, 50000, 0.372900000, 1002.361559391, 1.274810553, 0
