classifier,n,Lhat,trainTime,testTime,iterate
MORF, 10, 0.180000000, 0.037254810, 0.027377605, 0
MORF, 10, 0.178000000, 0.013722420, 0.027266264, 1
MORF, 10, 0.178000000, 0.013807297, 0.026833534, 2
MORF, 10, 0.178000000, 0.013809919, 0.027065277, 3
MORF, 10, 0.178000000, 0.013814211, 0.026222706, 4
CNN, 10, 0.266500000, 0.120434046, 0.050891161, 0
CNN, 10, 0.389000000, 0.042553186, 0.026253700, 1
CNN, 10, 0.381500000, 0.041289806, 0.025912762, 2
CNN, 10, 0.282500000, 0.055273294, 0.040272713, 3
CNN, 10, 0.282500000, 0.041284323, 0.029108524, 4
MORF, 50, 0.203500000, 0.151184797, 0.026840687, 0
MORF, 50, 0.203500000, 0.153080225, 0.026777744, 1
MORF, 50, 0.203500000, 0.148584604, 0.032568932, 2
MORF, 50, 0.203500000, 0.154172659, 0.027521133, 3
MORF, 50, 0.203500000, 0.152398586, 0.027260780, 4
CNN, 50, 0.219500000, 0.116005898, 0.039977074, 0
CNN, 50, 0.178500000, 0.050386429, 0.029841900, 1
CNN, 50, 0.178000000, 0.050064802, 0.031291008, 2
CNN, 50, 0.200000000, 0.050210953, 0.029060125, 3
CNN, 50, 0.213000000, 0.049677134, 0.027080536, 4
MORF, 100, 0.188000000, 0.467446566, 0.029599667, 0
MORF, 100, 0.188000000, 0.466057062, 0.027956009, 1
MORF, 100, 0.188000000, 0.463512897, 0.028069496, 2
MORF, 100, 0.188000000, 0.466242552, 0.029428482, 3
MORF, 100, 0.188000000, 0.465175390, 0.028662443, 4
CNN, 100, 0.202500000, 0.119426966, 0.039753914, 0
CNN, 100, 0.218000000, 0.061765432, 0.028922796, 1
CNN, 100, 0.210500000, 0.062085867, 0.030942678, 2
CNN, 100, 0.200500000, 0.062276602, 0.028088808, 3
CNN, 100, 0.197500000, 0.061911345, 0.033597469, 4
MORF, 200, 0.171500000, 1.895355701, 0.036266327, 0
MORF, 200, 0.172000000, 1.851779222, 0.030656338, 1
MORF, 200, 0.171500000, 1.839873791, 0.031636715, 2
MORF, 200, 0.172000000, 1.824902296, 0.033057213, 3
MORF, 200, 0.171500000, 1.840451717, 0.034109354, 4
CNN, 200, 0.183000000, 0.212612152, 0.047989130, 0
CNN, 200, 0.182000000, 0.188442707, 0.045996904, 1
CNN, 200, 0.190000000, 0.108690262, 0.049452782, 2
CNN, 200, 0.178000000, 0.126216412, 0.047508478, 3
CNN, 200, 0.196500000, 0.108253241, 0.045651197, 4
MORF, 400, 0.153000000, 5.494547129, 0.033834696, 0
MORF, 400, 0.153000000, 5.464300156, 0.034389734, 1
MORF, 400, 0.154000000, 5.437308073, 0.034000874, 2
MORF, 400, 0.153000000, 5.269572258, 0.030705690, 3
MORF, 400, 0.153000000, 5.426475286, 0.035893440, 4
CNN, 400, 0.178500000, 0.377975225, 0.037964344, 0
CNN, 400, 0.175500000, 0.172792673, 0.029976368, 1
CNN, 400, 0.176000000, 0.174612045, 0.029528856, 2
CNN, 400, 0.182500000, 0.220126629, 0.036562920, 3
CNN, 400, 0.180500000, 0.236308098, 0.045330524, 4
MORF, 1000, 0.143500000, 22.769079685, 0.079345942, 0
MORF, 1000, 0.143500000, 23.179332972, 0.041599035, 1
MORF, 1000, 0.144000000, 23.863695860, 0.081818819, 2
MORF, 1000, 0.143500000, 24.329921007, 0.038616657, 3
MORF, 1000, 0.143500000, 23.281717062, 0.038030863, 4
CNN, 1000, 0.178500000, 0.781026125, 0.036160231, 0
CNN, 1000, 0.179500000, 0.479283810, 0.041697502, 1
CNN, 1000, 0.181500000, 0.382771492, 0.028129339, 2
CNN, 1000, 0.189500000, 0.435042143, 0.043446302, 3
CNN, 1000, 0.190500000, 0.382831097, 0.027677774, 4
MORF, 2000, 0.135000000, 65.509568214, 0.079707146, 0
MORF, 2000, 0.135000000, 64.659222126, 0.082279444, 1
MORF, 2000, 0.135500000, 66.524529696, 0.058791399, 2
MORF, 2000, 0.135000000, 68.519863129, 0.125567436, 3
MORF, 2000, 0.135000000, 64.929546356, 0.135664701, 4
CNN, 2000, 0.187500000, 1.868144751, 0.048082829, 0
CNN, 2000, 0.188000000, 0.961524487, 0.036471367, 1
CNN, 2000, 0.189000000, 0.965094090, 0.036072254, 2
CNN, 2000, 0.190500000, 0.816538095, 0.026190758, 3
CNN, 2000, 0.185500000, 0.797179699, 0.030211687, 4
