classifier,n,Lhat,trainTime,testTime,iterate
RF, 10, 0.381000000, 0.007093668, 0.034791946, 0
RF, 10, 0.381000000, 0.001116753, 0.025637388, 1
RF, 10, 0.381000000, 0.000662804, 0.025511980, 2
RF, 10, 0.381000000, 0.000573635, 0.025456429, 3
RF, 10, 0.381000000, 0.000570536, 0.025897503, 4
RF, 50, 0.241500000, 0.001793385, 0.024557352, 0
RF, 50, 0.241500000, 0.001764774, 0.025916100, 1
RF, 50, 0.241500000, 0.001779556, 0.026247978, 2
RF, 50, 0.241500000, 0.001775026, 0.025915146, 3
RF, 50, 0.241500000, 0.001892090, 0.025918961, 4
RF, 100, 0.214500000, 0.003913403, 0.026330709, 0
RF, 100, 0.214500000, 0.003936768, 0.026188612, 1
RF, 100, 0.214500000, 0.003917456, 0.026066303, 2
RF, 100, 0.214500000, 0.003950834, 0.026051283, 3
RF, 100, 0.214500000, 0.003921747, 0.026190042, 4
RF, 200, 0.194000000, 0.011007309, 0.026475430, 0
RF, 200, 0.194000000, 0.010952711, 0.024758339, 1
RF, 200, 0.194000000, 0.011372805, 0.025119543, 2
RF, 200, 0.194000000, 0.010510206, 0.024803638, 3
RF, 200, 0.194000000, 0.010194540, 0.026047468, 4
RF, 400, 0.166500000, 0.024805069, 0.026629448, 0
RF, 400, 0.166500000, 0.023698330, 0.026795149, 1
RF, 400, 0.166500000, 0.022933245, 0.026723385, 2
RF, 400, 0.166500000, 0.024091244, 0.026792526, 3
RF, 400, 0.166500000, 0.024978638, 0.025346279, 4
RF, 1000, 0.151500000, 0.089479923, 0.026465416, 0
RF, 1000, 0.151500000, 0.074379683, 0.028943300, 1
RF, 1000, 0.151500000, 0.081335545, 0.027482986, 2
RF, 1000, 0.151500000, 0.078537703, 0.027827501, 3
RF, 1000, 0.151500000, 0.073900938, 0.027869701, 4
RF, 2000, 0.139000000, 0.175732851, 0.028579473, 0
RF, 2000, 0.139000000, 0.184229612, 0.028329372, 1
RF, 2000, 0.139000000, 0.167338371, 0.042506933, 2
RF, 2000, 0.139000000, 0.174815893, 0.026361704, 3
RF, 2000, 0.139000000, 0.185634613, 0.026793003, 4
