classifier,n,Lhat,trainTime,testTime,iterate
SPORF, 10, 0.342000000, 0.005059004, 0.031974316, 0
SPORF, 10, 0.342000000, 0.001114130, 0.025937319, 1
SPORF, 10, 0.342000000, 0.001131296, 0.025382280, 2
SPORF, 10, 0.342000000, 0.001144409, 0.025850058, 3
SPORF, 10, 0.342000000, 0.001145840, 0.025739431, 4
SPORF, 50, 0.232000000, 0.003076315, 0.026314974, 0
SPORF, 50, 0.232000000, 0.003216267, 0.026453495, 1
SPORF, 50, 0.232000000, 0.003470182, 0.026338339, 2
SPORF, 50, 0.232000000, 0.003263950, 0.025161028, 3
SPORF, 50, 0.232000000, 0.003370762, 0.026440382, 4
SPORF, 100, 0.209500000, 0.008669615, 0.026709795, 0
SPORF, 100, 0.209500000, 0.007481337, 0.026007414, 1
SPORF, 100, 0.209500000, 0.007350683, 0.027201653, 2
SPORF, 100, 0.209500000, 0.007514238, 0.035162687, 3
SPORF, 100, 0.209500000, 0.008227587, 0.027603149, 4
SPORF, 200, 0.179500000, 0.015103102, 0.026862621, 0
SPORF, 200, 0.179500000, 0.015566111, 0.027826071, 1
SPORF, 200, 0.179500000, 0.016097546, 0.028249264, 2
SPORF, 200, 0.179500000, 0.015741825, 0.027824640, 3
SPORF, 200, 0.179500000, 0.015623808, 0.026657581, 4
SPORF, 400, 0.149000000, 0.030825138, 0.028486490, 0
SPORF, 400, 0.149000000, 0.032270908, 0.028543949, 1
SPORF, 400, 0.149000000, 0.031845331, 0.027937174, 2
SPORF, 400, 0.149000000, 0.032091856, 0.028750896, 3
SPORF, 400, 0.149000000, 0.032011509, 0.027986765, 4
SPORF, 1000, 0.141500000, 0.095404863, 0.028340101, 0
SPORF, 1000, 0.141500000, 0.098287106, 0.029047012, 1
SPORF, 1000, 0.141500000, 0.098847866, 0.027450085, 2
SPORF, 1000, 0.141500000, 0.098383427, 0.029468060, 3
SPORF, 1000, 0.141500000, 0.098331213, 0.029291630, 4
SPORF, 2000, 0.134500000, 0.233434200, 0.030919552, 0
SPORF, 2000, 0.134500000, 0.216840506, 0.029932976, 1
SPORF, 2000, 0.134500000, 0.216783285, 0.029395819, 2
SPORF, 2000, 0.134500000, 0.217984200, 0.029874325, 3
SPORF, 2000, 0.134500000, 0.216779709, 0.029004812, 4
