classifier,n,Lhat,trainTime,testTime,iterate
CNN, 10, 0.285500000, 0.184684753, 0.047737837, 0
CNN, 10, 0.432000000, 0.048150301, 0.025632620, 1
CNN, 10, 0.190500000, 0.042126656, 0.024987936, 2
CNN, 10, 0.190500000, 0.042379618, 0.026077032, 3
CNN, 10, 0.191000000, 0.042538404, 0.037492514, 4
CNN, 50, 0.174000000, 0.144226074, 0.037271261, 0
CNN, 50, 0.197000000, 0.066690207, 0.024986506, 1
CNN, 50, 0.206000000, 0.054654121, 0.025295734, 2
CNN, 50, 0.165000000, 0.058718204, 0.170694351, 3
CNN, 50, 0.186500000, 0.058738232, 0.026862383, 4
CNN, 100, 0.203500000, 0.073216200, 0.025343657, 0
CNN, 100, 0.170000000, 0.072482824, 0.030047655, 1
CNN, 100, 0.214000000, 0.073547602, 0.027449131, 2
CNN, 100, 0.210500000, 0.075525522, 0.026098490, 3
CNN, 100, 0.178500000, 0.074929953, 0.026463032, 4
CNN, 200, 0.172000000, 0.174961090, 0.025219679, 0
CNN, 200, 0.175500000, 0.164997101, 0.025987864, 1
CNN, 200, 0.177000000, 0.103599072, 0.025383949, 2
CNN, 200, 0.168000000, 0.135922194, 0.025344372, 3
CNN, 200, 0.189000000, 0.216661453, 0.035468578, 4
CNN, 400, 0.169500000, 0.374999523, 0.031780720, 0
CNN, 400, 0.197500000, 0.379154921, 0.040287256, 1
CNN, 400, 0.171500000, 0.177068710, 0.033305883, 2
CNN, 400, 0.170500000, 0.169987679, 0.034646511, 3
CNN, 400, 0.224000000, 0.191297293, 0.032815218, 4
CNN, 1000, 0.169500000, 1.492783546, 0.027172804, 0
CNN, 1000, 0.170500000, 0.404210806, 0.025537729, 1
CNN, 1000, 0.184500000, 0.342801571, 0.025614262, 2
CNN, 1000, 0.171000000, 0.426944256, 0.025542259, 3
CNN, 1000, 0.179500000, 0.374568701, 0.028592110, 4
CNN, 2000, 0.182500000, 2.495650291, 0.032164335, 0
CNN, 2000, 0.186500000, 0.759258032, 0.026032686, 1
CNN, 2000, 0.189500000, 0.780491114, 0.033711672, 2
CNN, 2000, 0.192500000, 0.850507498, 0.025706053, 3
CNN, 2000, 0.192500000, 0.867921829, 0.035418034, 4
