classifier,n,Lhat,trainTime,testTime,iterate
MF, 1000, 0.642900000, 329.734839678, 0.620582581, 0
MF, 5000, 0.580200000, 2237.549068451, 0.691085815, 0
MF, 10000, 0.553000000, 5149.296854258, 0.771615982, 0
