classifier,n,Lhat,trainTime,testTime,iterate
CNN, 10, 0.215500000, 0.129901648, 0.030021429, 0
CNN, 10, 0.480000000, 0.043945312, 0.030681372, 1
CNN, 10, 0.488000000, 0.043787956, 0.033478022, 2
CNN, 10, 0.337500000, 0.040291786, 0.030628443, 3
CNN, 10, 0.222000000, 0.043702364, 0.030543804, 4
CNN, 50, 0.191500000, 0.061320305, 0.033971786, 0
CNN, 50, 0.175000000, 0.084249496, 0.036524773, 1
CNN, 50, 0.184000000, 0.052416801, 0.033924341, 2
CNN, 50, 0.191000000, 0.052300692, 0.034195900, 3
CNN, 50, 0.190500000, 0.075998783, 0.050198555, 4
CNN, 100, 0.227000000, 0.141362667, 0.035845280, 0
CNN, 100, 0.172500000, 0.065237045, 0.024625540, 1
CNN, 100, 0.204000000, 0.065028667, 0.023916245, 2
CNN, 100, 0.200000000, 0.068820477, 0.027836561, 3
CNN, 100, 0.194500000, 0.078636885, 0.021477938, 4
CNN, 200, 0.175000000, 0.155137777, 0.031440258, 0
CNN, 200, 0.182000000, 0.135605097, 0.027594805, 1
CNN, 200, 0.192500000, 0.086912394, 0.027549028, 2
CNN, 200, 0.191500000, 0.087105036, 0.027826309, 3
CNN, 200, 0.175000000, 0.138121128, 0.022433519, 4
CNN, 400, 0.176500000, 0.243320942, 0.033831596, 0
CNN, 400, 0.177500000, 0.204658031, 0.025045872, 1
CNN, 400, 0.192500000, 0.240657330, 0.024473667, 2
CNN, 400, 0.181000000, 0.196017027, 0.025038958, 3
CNN, 400, 0.188000000, 0.252678633, 0.024505377, 4
CNN, 1000, 0.181500000, 0.919795036, 0.029173851, 0
CNN, 1000, 0.184000000, 0.381570578, 0.029232740, 1
CNN, 1000, 0.195000000, 0.293953657, 0.020757914, 2
CNN, 1000, 0.184500000, 0.265692711, 0.020939589, 3
CNN, 1000, 0.181000000, 0.272412062, 0.021204472, 4
CNN, 2000, 0.182000000, 2.240225792, 0.024176598, 0
CNN, 2000, 0.190000000, 1.002146721, 0.024281740, 1
CNN, 2000, 0.188000000, 0.660681963, 0.020751953, 2
CNN, 2000, 0.185500000, 0.707442999, 0.023934841, 3
CNN, 2000, 0.184000000, 0.780608654, 0.023913860, 4
