classifier,n,Lhat,trainTime,testTime,iterate
Log. Reg, 10, 0.485000000, 0.719712019, 0.006226778, 0
Log. Reg, 10, 0.485000000, 0.244319201, 0.002714634, 1
Log. Reg, 10, 0.485000000, 0.284476519, 0.002728701, 2
Log. Reg, 10, 0.485000000, 0.281454802, 0.002327681, 3
Log. Reg, 10, 0.485000000, 0.277162552, 0.002387285, 4
Lin. SVM, 10, 0.514000000, 0.001357079, 0.001723289, 0
Lin. SVM, 10, 0.514000000, 0.001159906, 0.001723766, 1
Lin. SVM, 10, 0.514000000, 0.001082182, 0.001708746, 2
Lin. SVM, 10, 0.514000000, 0.001172066, 0.001718283, 3
Lin. SVM, 10, 0.514000000, 0.001100063, 0.001710892, 4
SVM, 10, 0.388500000, 0.001808405, 0.019383192, 0
SVM, 10, 0.388500000, 0.001558781, 0.019402027, 1
SVM, 10, 0.388500000, 0.001049757, 0.017234087, 2
SVM, 10, 0.388500000, 0.001179695, 0.017719507, 3
SVM, 10, 0.388500000, 0.001064301, 0.017480612, 4
kNN, 10, 0.552000000, 0.000594139, 0.355609417, 0
kNN, 10, 0.552000000, 0.000593424, 0.304179192, 1
kNN, 10, 0.552000000, 0.000566959, 0.315548658, 2
kNN, 10, 0.552000000, 0.000535011, 0.276530981, 3
kNN, 10, 0.552000000, 0.000496387, 0.275909185, 4
RF, 10, 0.472000000, 0.001607895, 0.032085896, 0
RF, 10, 0.472000000, 0.001229763, 0.028608561, 1
RF, 10, 0.472000000, 0.001231194, 0.029290676, 2
RF, 10, 0.472000000, 0.001174688, 0.029885292, 3
RF, 10, 0.472000000, 0.001233578, 0.027595282, 4
MLP, 10, 0.432500000, 0.059453726, 0.008245707, 0
MLP, 10, 0.432500000, 0.054814577, 0.004464388, 1
MLP, 10, 0.432500000, 0.053930283, 0.004497290, 2
MLP, 10, 0.432500000, 0.053791761, 0.006119490, 3
MLP, 10, 0.432500000, 0.054040194, 0.004469395, 4
XGB, 10, 0.504000000, 0.065592289, 0.084872246, 0
XGB, 10, 0.504000000, 0.021394730, 0.074923992, 1
XGB, 10, 0.504000000, 0.020753384, 0.074823380, 2
XGB, 10, 0.504000000, 0.020711899, 0.074500799, 3
XGB, 10, 0.504000000, 0.020874023, 0.075117111, 4
SPORF, 10, 0.458000000, 0.001979113, 0.030475140, 0
SPORF, 10, 0.458000000, 0.001457930, 0.030324697, 1
SPORF, 10, 0.458000000, 0.001445055, 0.030318975, 2
SPORF, 10, 0.458000000, 0.001457453, 0.030017614, 3
SPORF, 10, 0.458000000, 0.001468182, 0.029247999, 4
MF, 10, 0.182000000, 0.001600266, 0.029712677, 0
MF, 10, 0.182000000, 0.001559496, 0.029620647, 1
MF, 10, 0.182000000, 0.001622438, 0.030076981, 2
MF, 10, 0.182000000, 0.001609087, 0.030344963, 3
MF, 10, 0.182000000, 0.001576424, 0.030075073, 4
CNN, 10, 0.006000000, 0.111847162, 0.115409851, 0
CNN, 10, 0.024500000, 0.068879366, 0.110557556, 1
CNN, 10, 0.037000000, 0.054430008, 0.111091852, 2
CNN, 10, 0.017000000, 0.058409929, 0.110778093, 3
CNN, 10, 0.016500000, 0.059019566, 0.111015081, 4
Log. Reg, 50, 0.489500000, 0.331279039, 0.002776146, 0
Log. Reg, 50, 0.489500000, 0.304945230, 0.002240658, 1
Log. Reg, 50, 0.489500000, 0.306363583, 0.002645016, 2
Log. Reg, 50, 0.489500000, 0.316295862, 0.002740383, 3
Log. Reg, 50, 0.489500000, 0.314358711, 0.002983093, 4
Lin. SVM, 50, 0.500000000, 0.007506132, 0.001637220, 0
Lin. SVM, 50, 0.500000000, 0.007615805, 0.001630783, 1
Lin. SVM, 50, 0.500000000, 0.007392645, 0.001632690, 2
Lin. SVM, 50, 0.500000000, 0.007620573, 0.001657009, 3
Lin. SVM, 50, 0.500000000, 0.007498264, 0.001645565, 4
SVM, 50, 0.180500000, 0.003953218, 0.090512991, 0
SVM, 50, 0.180500000, 0.003201008, 0.079539776, 1
SVM, 50, 0.180500000, 0.003185272, 0.080015898, 2
SVM, 50, 0.180500000, 0.003025770, 0.080371141, 3
SVM, 50, 0.180500000, 0.003349066, 0.080182552, 4
kNN, 50, 0.020500000, 0.001047611, 0.172067881, 0
kNN, 50, 0.020500000, 0.000830173, 0.169515371, 1
