classifier,n,Lhat,trainTime,testTime,iterate
CNN, 10, 0.012500000, 0.055283070, 0.106238842, 0
CNN, 10, 0.007500000, 0.047141075, 0.101289988, 1
CNN, 10, 0.004500000, 0.050767660, 0.102485657, 2
CNN, 10, 0.004500000, 0.052479744, 0.102377892, 3
CNN, 10, 0.004500000, 0.053132772, 0.103089333, 4
CNN, 50, 0.000500000, 0.098821163, 0.103272676, 0
CNN, 50, 0.000500000, 0.087702513, 0.104516268, 1
CNN, 50, 0.000500000, 0.087587595, 0.104629517, 2
CNN, 50, 0.000500000, 0.084217548, 0.103596687, 3
CNN, 50, 0.000500000, 0.081502676, 0.104340553, 4
CNN, 100, 0.000500000, 0.119187593, 0.104149818, 0
CNN, 100, 0.000500000, 0.118538141, 0.104261398, 1
CNN, 100, 0.000500000, 0.117630005, 0.103964567, 2
CNN, 100, 0.000500000, 0.117889404, 0.103931665, 3
CNN, 100, 0.000500000, 0.117520809, 0.105294704, 4
CNN, 200, 0.001000000, 0.247129202, 0.130623817, 0
CNN, 200, 0.001000000, 0.248425007, 0.115820885, 1
CNN, 200, 0.001000000, 0.204150200, 0.102822781, 2
CNN, 200, 0.001000000, 0.204697132, 0.102993727, 3
CNN, 200, 0.001000000, 0.204188108, 0.102828979, 4
CNN, 400, 0.000000000, 0.690491199, 0.108262062, 0
CNN, 400, 0.001500000, 1.089022636, 0.104991436, 1
CNN, 400, 0.000000000, 1.231912374, 0.101594210, 2
CNN, 400, 0.000000000, 1.251594067, 0.096719980, 3
CNN, 400, 0.000000000, 1.354512930, 0.106388569, 4
CNN, 1000, 0.000500000, 3.759847641, 0.097190142, 0
CNN, 1000, 0.000500000, 3.563624144, 0.114643335, 1
CNN, 1000, 0.000500000, 3.570615292, 0.109216213, 2
CNN, 1000, 0.000500000, 3.548732519, 0.103789091, 3
CNN, 1000, 0.000500000, 3.476751566, 0.099168539, 4
CNN, 2000, 0.000500000, 5.812133312, 0.112087011, 0
CNN, 2000, 0.000500000, 5.418572664, 0.108756781, 1
CNN, 2000, 0.000500000, 5.399819374, 0.111774921, 2
CNN, 2000, 0.000500000, 5.583902836, 0.112415552, 3
CNN, 2000, 0.000500000, 5.492733240, 0.113115072, 4
