classifier,n,Lhat,trainTime,testTime,iterate
MF, 10, 0.169000000, 0.008082151, 0.034330845, 0
MF, 10, 0.169000000, 0.001703501, 0.030414104, 1
MF, 10, 0.178500000, 0.001779079, 0.031250477, 2
MF, 10, 0.178500000, 0.001695871, 0.030934334, 3
MF, 10, 0.169000000, 0.001886845, 0.031289339, 4
MF, 50, 0.011000000, 0.007030964, 0.032759428, 0
MF, 50, 0.011000000, 0.007013559, 0.031959295, 1
MF, 50, 0.011000000, 0.007325888, 0.031254768, 2
MF, 50, 0.011000000, 0.007089138, 0.032287359, 3
MF, 50, 0.011000000, 0.008342981, 0.033070803, 4
MF, 100, 0.009000000, 0.014866114, 0.032725334, 0
MF, 100, 0.009500000, 0.014874935, 0.033131838, 1
MF, 100, 0.009500000, 0.014719009, 0.034940243, 2
MF, 100, 0.009000000, 0.014924288, 0.032433033, 3
MF, 100, 0.009500000, 0.015221596, 0.032747984, 4
MF, 200, 0.001500000, 0.031847000, 0.033048153, 0
MF, 200, 0.001500000, 0.041564941, 0.036045074, 1
MF, 200, 0.001000000, 0.034887314, 0.033075571, 2
MF, 200, 0.001500000, 0.031462193, 0.032541752, 3
MF, 200, 0.001000000, 0.032067537, 0.033797264, 4
MF, 400, 0.000500000, 0.069498777, 0.033810377, 0
MF, 400, 0.000500000, 0.068481684, 0.033228159, 1
MF, 400, 0.000500000, 0.068917751, 0.033719778, 2
MF, 400, 0.000500000, 0.068272829, 0.032671213, 3
MF, 400, 0.000500000, 0.068591833, 0.033343315, 4
MF, 1000, 0.000500000, 0.168264389, 0.034793854, 0
MF, 1000, 0.000500000, 0.167556763, 0.033636570, 1
MF, 1000, 0.000500000, 0.178849936, 0.034188509, 2
MF, 1000, 0.000500000, 0.167043686, 0.033524513, 3
MF, 1000, 0.000500000, 0.177876234, 0.033773661, 4
MF, 2000, 0.000500000, 0.377580881, 0.035094738, 0
MF, 2000, 0.000500000, 0.374140501, 0.034317493, 1
MF, 2000, 0.000500000, 0.364158869, 0.034058094, 2
MF, 2000, 0.000500000, 0.360996008, 0.034548998, 3
MF, 2000, 0.000500000, 0.364677191, 0.034888506, 4
