classifier,n,Lhat,trainTime,testTime,iterate
MORF, 10, 0.118000000, 1.989295959, 0.079565763, 0
MORF, 10, 0.117000000, 1.143921852, 0.042982340, 1
MORF, 10, 0.118500000, 1.140916348, 0.048017502, 2
MORF, 10, 0.117000000, 1.091875076, 0.040433168, 3
MORF, 10, 0.113000000, 1.086350679, 0.047919750, 4
CNN, 10, 0.020500000, 0.160823584, 0.237915277, 0
CNN, 10, 0.399500000, 0.055845499, 0.224841833, 1
CNN, 10, 0.247000000, 0.059279919, 0.229557276, 2
CNN, 10, 0.074000000, 0.057677031, 0.229645014, 3
CNN, 10, 0.050000000, 0.058257580, 0.230000496, 4
MORF, 50, 0.009500000, 9.081210852, 0.068939686, 0
MORF, 50, 0.009500000, 9.113568544, 0.057621717, 1
MORF, 50, 0.009000000, 8.918395519, 0.056783199, 2
MORF, 50, 0.009500000, 8.624967813, 0.053070545, 3
MORF, 50, 0.009500000, 9.064384699, 0.046488047, 4
CNN, 50, 0.001500000, 0.133545160, 0.243587017, 0
CNN, 50, 0.001500000, 0.131642103, 0.228110075, 1
CNN, 50, 0.001000000, 0.099231005, 0.216017962, 2
CNN, 50, 0.001000000, 0.106151104, 0.221082926, 3
CNN, 50, 0.001000000, 0.103594065, 0.223603010, 4
MORF, 100, 0.024000000, 19.667512178, 0.084114313, 0
MORF, 100, 0.021000000, 19.367706060, 0.067223787, 1
MORF, 100, 0.021000000, 18.384254456, 0.134438515, 2
MORF, 100, 0.021000000, 19.958507776, 0.065332890, 3
MORF, 100, 0.021000000, 19.052366257, 0.065640211, 4
CNN, 100, 0.000500000, 0.231283188, 0.203554153, 0
CNN, 100, 0.000500000, 0.247491598, 0.208185434, 1
CNN, 100, 0.000500000, 0.239989758, 0.214668512, 2
CNN, 100, 0.000500000, 0.242759228, 0.220653057, 3
CNN, 100, 0.000500000, 0.243667841, 0.226568937, 4
MORF, 200, 0.000500000, 35.719051123, 0.054592133, 0
MORF, 200, 0.000500000, 35.260136127, 0.082277775, 1
MORF, 200, 0.000500000, 38.034318209, 0.102535486, 2
MORF, 200, 0.000500000, 37.079812765, 0.073412895, 3
MORF, 200, 0.000500000, 34.343096018, 0.083656788, 4
CNN, 200, 0.000500000, 0.573677063, 0.215085983, 0
CNN, 200, 0.000500000, 0.567459345, 0.229247093, 1
CNN, 200, 0.000500000, 0.581460714, 0.263196468, 2
CNN, 200, 0.000500000, 0.572528839, 0.214639425, 3
CNN, 200, 0.000500000, 0.542289972, 0.221596479, 4
MORF, 400, 0.001000000, 80.681833982, 0.066494226, 0
MORF, 400, 0.001000000, 80.001467705, 0.057522774, 1
MORF, 400, 0.001000000, 81.137448072, 0.075614929, 2
MORF, 400, 0.001000000, 80.021503687, 0.061396837, 3
MORF, 400, 0.001000000, 81.589533567, 0.083178520, 4
CNN, 400, 0.001000000, 2.198504686, 0.205891609, 0
CNN, 400, 0.001000000, 3.062499523, 0.207346916, 1
CNN, 400, 0.001000000, 2.941368341, 0.210338354, 2
CNN, 400, 0.001000000, 2.921541452, 0.220363855, 3
CNN, 400, 0.001000000, 3.028796434, 0.235322237, 4
MORF, 1000, 0.000500000, 257.874235630, 0.072271585, 0
MORF, 1000, 0.000500000, 249.829781771, 0.058887959, 1
MORF, 1000, 0.000500000, 252.015097857, 0.208506823, 2
MORF, 1000, 0.000500000, 258.787115097, 0.078191519, 3
MORF, 1000, 0.000500000, 263.706534624, 0.132299900, 4
CNN, 1000, 0.000500000, 4.690831184, 0.217597485, 0
CNN, 1000, 0.000500000, 4.616835594, 0.215210915, 1
CNN, 1000, 0.000500000, 4.543445349, 0.203046322, 2
CNN, 1000, 0.000500000, 4.620666981, 0.213005543, 3
CNN, 1000, 0.000500000, 4.793993950, 0.207557678, 4
MORF, 2000, 0.000500000, 554.336243868, 0.083859682, 0
MORF, 2000, 0.000500000, 525.272236824, 0.066131592, 1
MORF, 2000, 0.000500000, 537.674468756, 0.067095757, 2
MORF, 2000, 0.000500000, 531.955367088, 0.057558775, 3
MORF, 2000, 0.000500000, 548.053560972, 0.170709610, 4
CNN, 2000, 0.000500000, 8.925840855, 0.216540337, 0
CNN, 2000, 0.000500000, 8.798099279, 0.202441216, 1
CNN, 2000, 0.000500000, 9.007918358, 0.217511892, 2
CNN, 2000, 0.000500000, 8.977175713, 0.235800982, 3
CNN, 2000, 0.000500000, 8.986179352, 0.218156815, 4
