classifier,n,Lhat,trainTime,testTime,iterate
RF, 10, 0.472000000, 0.006846905, 0.033497572, 0
RF, 10, 0.472000000, 0.001175165, 0.028317451, 1
RF, 10, 0.472000000, 0.001123190, 0.029802561, 2
RF, 10, 0.472000000, 0.001140118, 0.029312611, 3
RF, 10, 0.472000000, 0.001669645, 0.028921127, 4
RF, 50, 0.035000000, 0.003654480, 0.028498411, 0
RF, 50, 0.035000000, 0.003390789, 0.029909611, 1
RF, 50, 0.035000000, 0.003400087, 0.029857635, 2
RF, 50, 0.035000000, 0.003401041, 0.029930592, 3
RF, 50, 0.035000000, 0.004374027, 0.029829741, 4
RF, 100, 0.002000000, 0.006252766, 0.030278206, 0
RF, 100, 0.002000000, 0.006120920, 0.030713320, 1
RF, 100, 0.002000000, 0.006120205, 0.030651808, 2
RF, 100, 0.002000000, 0.007847309, 0.031050205, 3
RF, 100, 0.002000000, 0.006127357, 0.029544353, 4
RF, 200, 0.001000000, 0.012125492, 0.031167030, 0
RF, 200, 0.001000000, 0.011948586, 0.031230688, 1
RF, 200, 0.001000000, 0.015341043, 0.030870676, 2
RF, 200, 0.001000000, 0.011924505, 0.030693054, 3
RF, 200, 0.001000000, 0.011910200, 0.030036926, 4
RF, 400, 0.000500000, 0.023096323, 0.030854225, 0
RF, 400, 0.000500000, 0.022610426, 0.031267643, 1
RF, 400, 0.000500000, 0.022603750, 0.031322241, 2
RF, 400, 0.000500000, 0.022587776, 0.029754639, 3
RF, 400, 0.000500000, 0.022638559, 0.030183315, 4
RF, 1000, 0.000500000, 0.057539463, 0.030894995, 0
RF, 1000, 0.000500000, 0.057100058, 0.032168388, 1
RF, 1000, 0.000500000, 0.058928490, 0.031359673, 2
RF, 1000, 0.000500000, 0.056557178, 0.030415535, 3
RF, 1000, 0.000500000, 0.056450844, 0.031359434, 4
RF, 2000, 0.000500000, 0.124004364, 0.031873941, 0
RF, 2000, 0.000500000, 0.121713638, 0.031811476, 1
RF, 2000, 0.000500000, 0.121311903, 0.032079935, 2
RF, 2000, 0.000500000, 0.122455359, 0.031843185, 3
RF, 2000, 0.000500000, 0.121319771, 0.030676365, 4
