classifier,n,Lhat,trainTime,testTime,iterate
SVM, 60000, 0.035200000, 532.260653734, 126.065790653, 0
SVM, 60000, 0.035200000, 534.322738886, 126.140034199, 1
SVM, 60000, 0.035200000, 532.155093670, 126.142948389, 2
SVM, 60000, 0.035200000, 532.666668415, 130.391404152, 3
SVM, 60000, 0.035200000, 533.849990368, 125.730447054, 4
kNN, 60000, 0.052800000, 12.134321213, 128.502314806, 0
kNN, 60000, 0.052800000, 12.127291203, 93.668461084, 1
kNN, 60000, 0.052800000, 12.092291832, 127.679874182, 2
kNN, 60000, 0.052800000, 12.396914721, 98.691033840, 3
kNN, 60000, 0.052800000, 12.236604929, 128.166091681, 4
RF, 60000, 0.030300000, 11.216236830, 0.205923319, 0
RF, 60000, 0.030300000, 11.718891621, 0.189870834, 1
RF, 60000, 0.030300000, 11.091914654, 0.186134338, 2
RF, 60000, 0.030300000, 11.073875189, 0.255036354, 3
RF, 60000, 0.030300000, 11.150690079, 0.184040308, 4
MLP, 60000, 0.026500000, 32.634934902, 0.023742676, 0
MLP, 60000, 0.026500000, 32.016798496, 0.027372122, 1
MLP, 60000, 0.026500000, 32.143207550, 0.023037672, 2
MLP, 60000, 0.026500000, 32.045613050, 0.022811890, 3
MLP, 60000, 0.026500000, 31.591820478, 0.020952940, 4
XGB, 60000, 0.022600000, 64.974329233, 0.276645422, 0
XGB, 60000, 0.022600000, 65.293042898, 0.301149845, 1
XGB, 60000, 0.022600000, 65.193997145, 0.262719631, 2
XGB, 60000, 0.022600000, 65.073605299, 0.276432514, 3
XGB, 60000, 0.022600000, 64.827100277, 0.261503220, 4
SPORF, 60000, 0.030600000, 18.531446695, 0.260818243, 0
SPORF, 60000, 0.030600000, 17.462618113, 0.251314878, 1
SPORF, 60000, 0.030600000, 17.843431234, 0.262173176, 2
SPORF, 60000, 0.030600000, 17.985254765, 0.272268295, 3
SPORF, 60000, 0.030600000, 17.705672264, 0.347658396, 4
MF, 60000, 0.027600000, 38.229447365, 0.352046251, 0
MF, 60000, 0.027600000, 40.556290865, 0.343608618, 1
MF, 60000, 0.027600000, 37.703200102, 0.375208378, 2
MF, 60000, 0.027600000, 38.085104227, 0.344647408, 3
MF, 60000, 0.027600000, 40.178403378, 0.379229784, 4
