classifier,n,Lhat,trainTime,testTime,iterate
MF, 100, 0.231800000, 1.354645014, 0.375761747, 0
MF, 200, 0.155300000, 2.379540443, 0.319980621, 0
MF, 500, 0.105200000, 5.066664457, 0.396697521, 0
MF, 1000, 0.084000000, 8.774362803, 0.366171122, 0
MF, 2500, 0.067500000, 17.758209944, 0.360571861, 0
MF, 5000, 0.053200000, 31.264368773, 0.376296282, 0
MF, 10000, 0.044700000, 54.160990477, 0.447144747, 0
MF, 30000, 0.030800000, 131.683825254, 0.660016298, 0
MF, 60000, 0.025800000, 226.237714291, 0.805654287, 0
